,to_user_type,from_user_type,to_user_bot_type,from_user_bot_type,canonical_url,date_published,domain,from_user_id,from_user_screen_name,id,is_mention,site_type,title,to_user_id,to_user_screen_name,tweet_created_at,tweet_id,tweet_type,url_id,site_domain,url_raw,original_query,from_user_botscore,to_user_botscore,tweet_url
213,human,bot,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,987694095157035008,Daniel2510G,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,725237958,GUTZsse,2021-10-17T18:26:53.000Z,1449804121717018633,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.74,0.01,https://twitter.com/Daniel2510G/status/1449804121717018633
214,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,987694095157035008,Daniel2510G,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1430987314184867840,GarryHaney4,2021-10-17T18:26:24.000Z,1449804001571127299,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.74,0.86,https://twitter.com/Daniel2510G/status/1449804001571127299
215,human,bot,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,987694095157035008,Daniel2510G,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1410055899490705413,GBroadcasts,2021-10-17T18:26:31.000Z,1449804031354933250,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.74,0.22,https://twitter.com/Daniel2510G/status/1449804031354933250
216,human,bot,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,987694095157035008,Daniel2510G,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,21383922,DonaldJTrump,2021-10-17T18:26:46.000Z,1449804091488677891,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.74,-1.0,https://twitter.com/Daniel2510G/status/1449804091488677891
217,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,987694095157035008,Daniel2510G,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1218902528449970177,Caleb55159410,2021-10-17T18:26:46.000Z,1449804091488677891,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.74,0.84,https://twitter.com/Daniel2510G/status/1449804091488677891
218,human,bot,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,987694095157035008,Daniel2510G,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,22799750,ChrisCuomo,2021-10-15T20:35:56.000Z,1449111823085678599,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.74,0.33,https://twitter.com/Daniel2510G/status/1449111823085678599
219,human,bot,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,987694095157035008,Daniel2510G,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,16051471,donlemon,2021-10-15T20:35:56.000Z,1449111823085678599,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.74,0.28,https://twitter.com/Daniel2510G/status/1449111823085678599
220,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,18686907,davidfrum,2021-10-05T23:44:26.000Z,1445535381831577609,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.27,https://twitter.com/CobyJayJr42/status/1445535381831577609
221,bot,human,spammer,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,17469289,nypost,2021-10-11T10:32:10.000Z,1447510329622151170,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.77,https://twitter.com/CobyJayJr42/status/1447510329622151170
222,bot,human,spammer,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,807095,nytimes,2021-10-10T20:49:11.000Z,1447303219898683393,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.56,https://twitter.com/CobyJayJr42/status/1447303219898683393
223,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1064603540956565504,GovTimWalz,2021-10-10T16:14:45.000Z,1447234154043748363,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.66,https://twitter.com/CobyJayJr42/status/1447234154043748363
224,bot,human,self_declared,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,14780915,RollingStone,2021-10-11T17:00:54.000Z,1447608155236618247,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.61,https://twitter.com/CobyJayJr42/status/1447608155236618247
225,bot,bot,self_declared,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,28785486,ABC,2021-10-07T00:24:47.000Z,1445907922513547264,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.72,https://twitter.com/CobyJayJr42/status/1445907922513547264
226,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,50011708,margbrennan,2021-10-07T13:41:00.000Z,1446108300366557185,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.4,https://twitter.com/CobyJayJr42/status/1446108300366557185
227,human,bot,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,40156330,ScottGottliebMD,2021-10-07T13:41:00.000Z,1446108300366557185,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.2,https://twitter.com/CobyJayJr42/status/1446108300366557185
228,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,205392468,FaceTheNation,2021-10-07T13:41:00.000Z,1446108300366557185,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.43,https://twitter.com/CobyJayJr42/status/1446108300366557185
229,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1303518757554454529,UtdBarney,2021-10-07T13:41:00.000Z,1446108300366557185,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.25,https://twitter.com/CobyJayJr42/status/1446108300366557185
230,bot,bot,other,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1226910211677544448,Hezbo3,2021-10-07T13:41:00.000Z,1446108300366557185,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.12,https://twitter.com/CobyJayJr42/status/1446108300366557185
231,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,260907612,united,2021-10-07T13:27:17.000Z,1446104848525635588,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.73,https://twitter.com/CobyJayJr42/status/1446104848525635588
232,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,996773496993800192,gravelmath,2021-10-07T00:24:47.000Z,1445907922513547264,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.1,https://twitter.com/CobyJayJr42/status/1445907922513547264
233,human,bot,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,33638772,womanheart,2021-10-07T00:24:47.000Z,1445907922513547264,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.03,https://twitter.com/CobyJayJr42/status/1445907922513547264
234,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1349170292564905988,PressSec,2021-10-07T17:31:52.000Z,1446166397285974018,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.45,https://twitter.com/CobyJayJr42/status/1446166397285974018
235,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1351284403801108481,WHCOS,2021-10-07T17:31:52.000Z,1446166397285974018,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.37,https://twitter.com/CobyJayJr42/status/1446166397285974018
236,bot,bot,other,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1356618478971576321,doublekx3,2021-10-07T21:39:22.000Z,1446228682377351168,retweet,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.43,https://twitter.com/CobyJayJr42/status/1446228682377351168
237,bot,human,spammer,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1349149096909668363,POTUS,2021-10-08T00:45:18.000Z,1446275474385166339,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.54,https://twitter.com/CobyJayJr42/status/1446275474385166339
239,human,bot,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,3052000699,LoveEternal444,2021-10-14T14:17:01.000Z,1448654075889737729,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.15,https://twitter.com/CobyJayJr42/status/1448654075889737729
240,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,976632236,iskywalkr,2021-10-14T15:22:26.000Z,1448670541624262663,retweet,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.03,https://twitter.com/CobyJayJr42/status/1448670541624262663
241,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,595739003,stevemorris__,2021-10-16T21:43:54.000Z,1449491317080432645,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.21,https://twitter.com/CobyJayJr42/status/1449491317080432645
242,human,bot,,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,184860130,TimAlberta,2021-10-16T21:43:54.000Z,1449491317080432645,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.28,https://twitter.com/CobyJayJr42/status/1449491317080432645
243,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1134229565000355840,Jereme45,2021-10-16T20:10:00.000Z,1449467683880292354,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.62,https://twitter.com/CobyJayJr42/status/1449467683880292354
244,bot,bot,spammer,spammer,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1917731,thehill,2021-10-14T19:30:39.000Z,1448733004667494402,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.91,https://twitter.com/CobyJayJr42/status/1448733004667494402
245,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1148321868849377280,abqguy2,2021-10-14T19:30:39.000Z,1448733004667494402,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.07,https://twitter.com/CobyJayJr42/status/1448733004667494402
246,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1435992469951418377,CobyJayJr42,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,49811809,AntediLubavitch,2021-10-14T15:40:23.000Z,1448675058956787718,reply,299197172,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,-1.0,0.09,https://twitter.com/CobyJayJr42/status/1448675058956787718
247,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,283830150,MarkTreyger718,2021-10-07T19:52:12.000Z,1446201715112361998,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.37,https://twitter.com/bev768/status/1446201715112361998
248,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,589261679,maxima_soy,2021-08-15T21:26:44.000Z,1427018946037886978,retweet,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.14,https://twitter.com/bev768/status/1427018946037886978
249,bot,human,spammer,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1370807150981812224,tone_we,2021-08-15T16:49:33.000Z,1426949190496686084,quote,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.47,https://twitter.com/bev768/status/1426949190496686084
250,bot,human,self_declared,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,2806451980,Crippsy1969,2021-08-15T16:21:59.000Z,1426942253659037699,retweet,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.85,https://twitter.com/bev768/status/1426942253659037699
251,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,263824313,lisalips4ever40,2021-08-15T15:26:51.000Z,1426928380780453888,retweet,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.15,https://twitter.com/bev768/status/1426928380780453888
252,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,605153786,DrLeanaWen,2021-08-15T05:58:31.000Z,1426785355664039938,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.23,https://twitter.com/bev768/status/1426785355664039938
253,bot,human,self_declared,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,14345812,PostOpinions,2021-08-15T05:58:31.000Z,1426785355664039938,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.5,https://twitter.com/bev768/status/1426785355664039938
254,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,760963126653251584,BobScheurle,2021-08-13T03:14:38.000Z,1426019337849098246,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.02,https://twitter.com/bev768/status/1426019337849098246
255,bot,human,self_declared,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,18917882,News12NJ,2021-08-13T03:14:38.000Z,1426019337849098246,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.65,https://twitter.com/bev768/status/1426019337849098246
256,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,327577091,JustinWolfers,2021-08-12T00:36:17.000Z,1425617097078370305,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.27,https://twitter.com/bev768/status/1425617097078370305
257,human,human,,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,4268670137,WilsonJohnas,2021-08-15T16:41:19.000Z,1426947118879723524,retweet,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.31,https://twitter.com/bev768/status/1426947118879723524
258,bot,human,spammer,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1055536236,krccanuck,2021-08-16T00:23:14.000Z,1427063363549417475,retweet,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.59,https://twitter.com/bev768/status/1427063363549417475
259,bot,human,other,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672,False,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,1087605901417156608,CanonTakeMeAway,2021-08-11T18:27:49.000Z,1425524372299677698,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.73,https://twitter.com/bev768/status/1425524372299677698
260,bot,human,self_declared,,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,2021-05-14T14:14:47.796Z,thehighwire.com,1370523882189324295,bev768,2421672,True,claim,IN REMEMBRANCE: VICTIMS OF THE COVID VACCINE,702798054357909504,BreesAnna,2021-08-06T06:29:54.000Z,1423531762492211202,reply,270527883,thehighwire.com,https://thehighwire.com/videos/in-remembrance-victims-of-the-covid-vaccine/,query=covid%20vaccine%20is%20not%20safe&sort=relevant&type=Hoaxy&lang=,0.27,0.65,https://twitter.com/bev768/status/1423531762492211202
